Código;Nombre comercial;Razón social;Dirección;Población;CP;Horario;Confianza;Fuente asociada;Tipo fuente;Fecha comprobación;Nota horario;Estado;Jornada;Orden;Día previsto;Hora prevista;Estado previsto
868;MOTOS SUAREZ;FCO JOSE SUAREZ FERNANDEZ;Calle HUERTA, Nº 6, 41567, Herrera, Sevilla, España;Herrera;41567;Lunes 08:30-13:30 / 16:30-19:30 | Martes 08:30-13:30 / 16:30-19:30 | Miércoles 08:30-13:30 / 16:30-19:30 | Jueves 08:30-13:30 / 16:30-19:30 | Viernes 08:30-13:30 / 16:30-19:30 | Sábado Cerrado | Domingo Cerrado;medium;Motos Suarez;google-business;2026-09-21;"Google publica C. Huerta 46; fichas nº6.";associated;18;8;Miércoles;16:30;Apertura 16:30 · cierra 19:30
862;MAD CARS;CRISTOBAL COLON NUMERO 27 Sl;Avenida CRISTOBAL COLON, 27, 41701, Dos Hermanas, Sevilla, España;Dos Hermanas;41701;Lunes 08:00-15:00 / 17:00-20:00 | Martes 08:00-15:00 / 17:00-20:00 | Miércoles 08:00-15:00 / 17:00-20:00 | Jueves 08:00-15:00 / 17:00-20:00 | Viernes 08:00-15:00 / 17:00-20:00 | Sábado 10:00-13:00 | Domingo Cerrado;medium;mad-cars.es;google-business;2026-09-21;El negocio coincide por teléfono, pero Google publica una dirección distinta a la ficha.;associated;2;3;Martes;08:35;Abierto · cierra 15:00
856;BAHIAMOVIL SL;BAHIAMOVIL SL;CRTA. SU EMINENCIA, 26, 41006, Sevilla, Sevilla, España;Sevilla;41006;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
851;ANDALUZA DE OCASION SOCIEDAD LIMITADA;ANDALUZA DE OCASION SOCIEDAD LIMITADA;Calle INDUSTRIAL BENITO VILLAMARIN, 6, 41710, Utrera, Sevilla, España;Utrera;41710;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
833;TAYSE RUEDA SL;TAYSE RUEDA SL;Calle CARPINTERIA, 22 CP, 41210, Guillena, Sevilla, España;Guillena;41210;Lunes 08:00-14:00 / 16:30-19:30 | Martes 08:00-14:00 / 16:30-19:30 | Miércoles 08:00-14:00 / 16:30-19:30 | Jueves 08:00-14:00 / 16:30-19:30 | Viernes 08:00-14:00 / 16:30-19:30 | Sábado Cerrado | Domingo Cerrado;high;Tayse Rueda;google-business;2026-09-21;;verified;18;2;Miércoles;09:31;Abierto · cierra 14:00
827;HISPALAUTO SA;HISPALAUTO SA-BAJA;Av. Fernández Murube, 12, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 09:00-14:00 / 17:00-20:30 | Martes 09:00-14:00 / 17:00-20:30 | Miércoles 09:00-14:00 / 17:00-20:30 | Jueves 09:00-14:00 / 17:00-20:30 | Viernes 09:00-14:00 / 17:00-20:30 | Sábado 10:00-14:00 | Domingo Cerrado;high;Hispalauto SEAT;google-business;2026-09-21;La dirección pública actual difiere de la histórica Santa Clara de Cuba.;verified;;;;;
814;CLASSIC CARS DEL SUR Sl;CLASSIC CARS DEL SUR Sl;CRTA. SEVILLA-MALAGA, KM 9,2, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
811;GUADALPARKING SOCIEDAD LIMITADA;GUADALPARKING SOCIEDAD LIMITADA;Avenida HYTASA, 38 EDIFICIO TOLEDO II, OFICINA Nº, 41006, Sevilla, Sevilla, España;Sevilla;41006;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;10;7;Viernes;11:56;Horario no verificado · confirmar antes
804;RECAMBIOS JUAN JOSE MEDINA, SL;RECAMBIOS JUAN JOSE MEDINA, SL;P.I. EL PILERO C/ CALEROS, 1, 41410, Carmona, Sevilla, España;Carmona;41410;Lunes 08:00-20:00 | Martes 08:00-20:00 | Miércoles 08:00-20:00 | Jueves 08:00-20:00 | Viernes 08:00-20:00 | Sábado 09:00-13:30 | Domingo Cerrado;high;Recambios Medina;official-web;2026-09-21;;verified;15;10;Viernes;18:08;Abierto · cierra 20:00
780;SUMINISTROS Y RECAMBIOS ARANCON S.L.;SUMINISTROS Y RECAMBIOS ARANCON S.L.;Avenida ANTONIO MACHADO, Nº 29, 41440, Lora Del Rio, Sevilla, España;Lora Del Rio;41440;Lunes 08:00-14:00 / 16:00-19:00 | Martes 08:00-14:00 / 16:00-19:00 | Miércoles 08:00-14:00 / 16:00-19:00 | Jueves 08:00-14:00 / 16:00-19:00 | Viernes 08:00-14:00 / 16:00-19:00 | Sábado Cerrado | Domingo Cerrado;medium;Suministros y Recambios Vilanova;google-business;2026-09-21;"Ficha denomina Arancon; dirección coincide.";associated;;;;;
776;SUMINISTROS INDUSTRIALES LOS HERBEROS,SL;SUMINISTROS INDUSTRIALES LOS HERBEROS,SL;Avenida de Andalucía, 256, 41702, Dos Hermanas, Sevilla, España;Dos Hermanas;41702;Lunes 07:00-18:00 | Martes 07:00-18:00 | Miércoles 07:00-18:00 | Jueves 07:00-18:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Los Herberos;official-web;2026-09-21;;verified;1;6;Lunes;09:59;Abierto · cierra 18:00
754;FERNANDO LEAL ARRIAZA;FERNANDO LEAL ARRIAZA;Avenida JOSE ANTONIO GALLEGO 58, 41749, El Cuervo, Sevilla, España;El Cuervo;41749;Lunes 09:00-14:00 | Martes 09:00-14:00 | Miércoles 09:00-14:00 | Jueves 09:00-14:00 | Viernes 09:00-14:00 | Sábado Cerrado | Domingo Cerrado;high;Talleres y Neumáticos Leal;google-business;2026-09-21;;verified;19;2;Jueves;09:00;Apertura 09:00 · cierra 14:00
753;SAN RAFAEL MOTOR SL;SAN RAFAEL MOTOR SL;CRTA. SU EMINENCIA, 26, 41006, Sevilla, Sevilla, España;Sevilla;41006;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;10;6;Viernes;11:27;Horario no verificado · confirmar antes
749;JUANBLA MOTORS S.L.U.;JUANBLA MOTORS S.L.U.;RONDA DE LOS TORNEROS, 21, 41710, Utrera, Sevilla, España;Utrera;41710;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
747;RIGMOSUR SERVICIOS INDUSTRIALES Y AGRICOLAS SL;RIGMOSUR SERVICIOS INDUSTRIALES Y AGRICOLAS SL;Calle Roma, 54, 41720, Los Palacios Y Villafranca, Sevilla, España;Los Palacios Y Villafranca;41720;Lunes 08:00-14:00 / 16:00-20:00 | Martes 08:00-14:00 / 16:00-20:00 | Miércoles 08:00-14:00 / 16:00-20:00 | Jueves 08:00-14:00 / 16:00-20:00 | Viernes 08:00-14:00 / 16:00-20:00 | Sábado 09:00-14:00 | Domingo Cerrado;high;Rigmosur;web-directory;2026-09-21;;verified;5;4;Viernes;10:14;Abierto · cierra 14:00
746;REPUESTOS GUILLEN  038000685;JOSE MANUEL GUILLEN NAVARRO;Calle LEPANTO, 10, 41318, Villaverde Del Rio, Sevilla, España;Villaverde Del Rio;41318;Lunes 08:30-14:00 / 16:30-20:00 | Martes 08:30-14:00 / 16:30-20:00 | Miércoles 08:30-14:00 / 16:30-20:00 | Jueves 08:30-14:00 / 16:30-20:00 | Viernes 08:30-14:00 / 16:30-20:00 | Sábado Cerrado | Domingo Cerrado;high;Repuestos Guillén;google-business;2026-09-21;;verified;16;5;Lunes;12:52;Abierto · cierra 14:00
743;MOTRI MOTOR SA;MOTRI MOTOR SA;CRTA. SU EMINENCIA, 26, 41006, Sevilla, Sevilla, España;Sevilla;41006;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;10;5;Viernes;10:58;Horario no verificado · confirmar antes
741;FONTAGRICOLA DEL SUR SL;FONTAGRICOLA DEL SUR SL;C. Hilanderos, 5-7, 41410, Carmona, Sevilla, España;Carmona;41410;Lunes 08:00-14:00 / 16:00-20:00 | Martes 08:00-14:00 / 16:00-20:00 | Miércoles 08:00-14:00 / 16:00-20:00 | Jueves 08:00-14:00 / 16:00-20:00 | Viernes 08:00-14:00 / 16:00-20:00 | Sábado 09:00-14:00 | Domingo Cerrado;high;Fontagricola del Sur S.L.;google-business;2026-09-21;La dirección pública actual difiere de Albadoneros/Albardonero 18.;verified;15;9;Viernes;17:39;Abierto · cierra 20:00
734;REPUESTO VALME - 038000640;FRANCISCO JAVIER JIMENEZ MARTIN;Avenida de Bellavista, 143, 41014, Sevilla, Sevilla, España;Sevilla;41014;Lunes 09:00-13:45 / 17:00-20:00 | Martes 09:00-13:45 / 17:00-20:00 | Miércoles 09:00-13:45 / 17:00-20:00 | Jueves 09:00-13:45 / 17:00-20:00 | Viernes 09:00-13:45 | Sábado Cerrado | Domingo Cerrado;high;Repuestos Valme;google-maps;2026-09-21;;verified;3;6;Miércoles;10:15;Abierto · cierra 13:45
729;METATRAFIC,SLU;METATRAFIC,SLU;Calle ARAGON, 1 LOCAL 3, 41702, Dos Hermanas, Sevilla, España;Dos Hermanas;41702;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
718;BAJA, FACTURAR A BAHIA MOVIL;TRASUR SA-;CRTA. SU EMINENCIA, 26, 41006, Sevilla, Sevilla, España;Sevilla;41006;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
716;AUTORRECAMBIOS SALVADOR;SALVADOR SARRION VALLE;Calle LOS CARTEROS, 131, 41300, San Jose De La Rinconada, Sevilla, España;San Jose De La Rinconada;41300;Lunes 09:00-14:00 / 16:00-20:00 | Martes 09:00-14:00 / 16:00-20:00 | Miércoles 09:00-14:00 / 16:00-20:00 | Jueves 09:00-14:00 / 16:00-20:00 | Viernes 09:00-14:00 / 16:00-20:00 | Sábado 09:00-14:00 | Domingo Cerrado;high;Autorecambios Salvador;google-business;2026-09-21;;verified;9;15;Jueves;16:00;Apertura 16:00 · cierra 20:00
714;TALLER HNOS LOPEZ SANTIPONCE, SL;TALLER HNOS LOPEZ SANTIPONCE, SL;Avenida Virgen del Rocío, s/n, 41970, Santiponce, Sevilla, España;Santiponce;41970;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Talleres Hnos. López Santiponce;google-business;2026-09-21;;verified;11;3;Lunes;09:09;Abierto · cierra 15:00
713;KING GLASS IMPORT SOCIEDAD LIMITADA;KING GLASS IMPORT SOCIEDAD LIMITADA;P.I. MAJARAVIQUE, NAVE Nº 12, LETRA B, 41309, Rinconada (La), Sevilla, España;Rinconada (La);41309;Lunes 10:00-14:00 | Martes 10:00-14:00 | Miércoles 10:00-14:00 | Jueves 10:00-14:00 | Viernes 10:00-14:00 | Sábado Cerrado | Domingo Cerrado;high;Kinglass;google-business;2026-09-21;;verified;16;3;Lunes;11:37;Abierto · cierra 14:00
707;UTRERANA DE OCASION SOCIEDAD LIMITADA;UTRERANA DE OCASION SOCIEDAD LIMITADA;Avenida VIRGEN DE FATIMA, 101, 41710, Utrera, Sevilla, España;Utrera;41710;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;14;5;Jueves;12:11;Horario no verificado · confirmar antes
704;FERNANDO SEGURA ORIHUELA;FERNANDO SEGURA ORIHUELA;P.I. EL CERRO. C/ CARPINTERIA 16, 41210, Guillena, Sevilla, España;Guillena;41210;Lunes 06:30-14:30 | Martes 06:30-14:30 | Miércoles 06:30-14:30 | Jueves 06:30-14:30 | Viernes 06:30-14:30 | Sábado Cerrado | Domingo Cerrado;medium;Segura Orihuela S.L.;google-business;2026-09-21;"Google publica C. Carpintería 18; la ficha nº16.";associated;18;3;Miércoles;10:00;Abierto · cierra 14:30
701;MIRAMAR MOTOR S.L.;MIRAMAR MOTOR S.L.;CRTA. SU EMINENCIA, 26, 41006, Sevilla, Sevilla, España;Sevilla;41006;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
698;AUTOPARTS SEVILLA S.L.;AUTOPARTS SEVILLA S.L.;Calle H, 9 C. PG. SERVIALSA, 41960, Gines, Sevilla, España;Gines;41960;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
696;RECAMBIOS COPADO SOCIEDAD LIMITADA;RECAMBIOS COPADO SOCIEDAD LIMITADA;Avenida DE LA ASUNCION, 36 LOCAL 1, 41530, Moron De La Frontera, Sevilla, España;Moron De La Frontera;41530;Lunes 09:00-14:00 / 16:30-19:30 | Martes 09:00-14:00 / 16:30-19:30 | Miércoles 09:00-14:00 / 16:30-19:30 | Jueves 09:00-14:00 / 16:30-19:30 | Viernes 08:00-14:00 | Sábado Cerrado | Domingo Cerrado;medium;Recambios Copado;google-business;2026-09-21;"Google publica Av. la Asunción 24; fichas nº36.";associated;;;;;
687;RECAMBIOS FERMO S.L.;RECAMBIOS FERMO S.L.;Avenida EMILIO LEMOS, 30 LOCAL 3, 41020, Sevilla, Sevilla, España;Sevilla;41020;Lunes 09:30-14:00 / 17:30-20:30 | Martes 09:30-14:00 / 17:30-20:30 | Miércoles 09:30-14:00 / 17:30-20:30 | Jueves 09:30-14:00 / 17:30-20:30 | Viernes 09:30-14:00 | Sábado Cerrado | Domingo Cerrado;high;Fermo - Recambios del automóvil;google-maps;2026-09-21;;verified;8;3;Miércoles;09:30;Apertura 09:30 · cierra 14:00
686;CHAPA Y PINTURA ROSENDO SLU;CHAPA Y PINTURA ROSENDO SLU;C. Esparteros, 5, 41410, Carmona, Sevilla, España;Carmona;41410;Lunes 08:00-18:00 | Martes 08:00-18:00 | Miércoles 08:00-18:00 | Jueves 08:00-18:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Chapa y Pintura Rosendo, S.L.U;google-business;2026-09-21;;verified;17;1;Martes;08:08;Abierto · cierra 18:00
680;JAVIER AUTOSPORT SEVILLA SOCIEDAD LIMITADA;JAVIER AUTOSPORT SEVILLA SOCIEDAD LIMITADA;Calle TRES AVEMARIAS, 41016, Sevilla, Sevilla, España;Sevilla;41016;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
670;(RECAMBIOS RUIZ);INMACULADA RUIZ ROMERO;Avenida ANDALUCIA , 41, 41740, Lebrija, Sevilla, España;Lebrija;41740;Lunes 09:00-14:00 / 16:00-21:00 | Martes 09:00-14:00 / 16:00-21:00 | Miércoles 09:00-14:00 / 16:00-21:00 | Jueves 09:00-14:00 / 16:00-21:00 | Viernes 09:00-14:00 / 16:00-21:00 | Sábado 09:00-14:00 | Domingo Cerrado;high;Autorecambios Ruiz;google-business;2026-09-21;;verified;14;9;Jueves;16:00;Apertura 16:00 · cierra 21:00
668;REPUESTOS FALCO S.L.;REPUESTOS FALCO S.L.;TRAVIESA SAN IGNACIO 47, 41620, Marchena, Sevilla, España;Marchena;41620;Lunes 09:00-13:30 / 17:00-19:00 | Martes 09:00-13:30 / 17:00-19:00 | Miércoles 09:00-13:30 / 17:00-19:00 | Jueves 09:00-13:30 / 17:00-19:00 | Viernes 09:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Repuestos Falco;google-business;2026-09-21;;verified;;;;;
666;MOTRALBA SL;MOTRALBA SL;Calle EXPOSICION, 12 P.I.PISA, 41927, Mairena Del Aljarafe, Sevilla, España;Mairena Del Aljarafe;41927;Lunes 08:00-14:00 / 16:00-18:00 | Martes 08:00-14:00 / 16:00-18:00 | Miércoles 08:00-14:00 / 16:00-18:00 | Jueves 08:00-14:00 / 16:00-18:00 | Viernes 08:00-14:00 / 16:00-18:00 | Sábado Cerrado | Domingo Cerrado;high;Talleres Alba / Motralba;google-business;2026-09-21;"Las fichas comparten teléfono/dirección; se aplica el horario del centro publicado.";verified;7;1;Martes;08:00;Apertura 08:00 · cierra 14:00
659;MULTIRECAMBIOS LEBRIJA SOCIEDAD LIMITADA;MULTIRECAMBIOS LEBRIJA SOCIEDAD LIMITADA;Calle AGUILA, 55, 41740, Lebrija, Sevilla, España;Lebrija;41740;Lunes 08:00-14:00 / 16:00-18:00 | Martes 08:00-14:00 / 16:00-18:00 | Miércoles 08:00-14:00 / 16:00-18:00 | Jueves 08:00-14:00 / 16:00-18:00 | Viernes 08:00-14:00 / 16:00-18:00 | Sábado Cerrado | Domingo Cerrado;medium;Multirecambios Lebrija;google-business;2026-09-21;La ficha 150 parece corresponder al mismo negocio por contacto/teléfono, pero dirección fiscal diferente.;associated;14;11;Jueves;16:58;Abierto · cierra 18:00
657;GETARES MOTOR S.L.;GETARES MOTOR S.L.;CRTA. DE SU EMINENCIA, 26, 41006, Sevilla, Sevilla, España;Sevilla;41006;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
652;ILBIRA MOTOR S.L.;ILBIRA MOTOR S.L.;CRTA. SU EMINENCIA, 26, 41006, Sevilla, Sevilla, España;Sevilla;41006;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;10;4;Viernes;10:29;Horario no verificado · confirmar antes
651;REPUESTOS PARADAS;FERNANDO AVECILLA MORTERO;Calle CAMINO ENMEDIO, 29, 41610, Paradas, Sevilla, España;Paradas;41610;Lunes 08:00-14:00 / 16:00-20:00 | Martes 08:00-14:00 / 16:00-20:00 | Miércoles 08:00-14:00 / 16:00-20:00 | Jueves 08:00-14:00 / 16:00-20:00 | Viernes 08:00-14:00 / 16:00-20:00 | Sábado 09:00-13:00 | Domingo Cerrado;high;Repuestos y Rodamientos Paradas;google-maps;2026-09-21;;verified;15;8;Viernes;16:45;Abierto · cierra 20:00
647;STORE CENTER S.L.;STORE CENTER S.L.;Calle GRAMIL, 4 - POL. STORE, NAVE 1, 41008, Sevilla, Sevilla, España;Sevilla;41008;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Bosch Car Service - Store Center;google-maps;2026-09-21;;verified;6;14;Lunes;14:19;Abierto · cierra 15:00
642;CARTEYA MOTOR S.L.;CARTEYA MOTOR S.L.;CRTA. DE SU EMINENCIA, 26, 41006, Sevilla, Sevilla, España;Sevilla;41006;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;10;3;Viernes;10:00;Horario no verificado · confirmar antes
641;ROSARIO NARANJO FERNANDEZ;ROSARIO NARANJO FERNANDEZ;Avenida DE BOSQUE 15, 41760, El Coronil, Sevilla, España;El Coronil;41760;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;15;5;Viernes;12:39;Horario no verificado · confirmar antes
638;VICTOR MANUEL BLANCO RAYA;VICTOR MANUEL BLANCO RAYA;COMUNIDAD CASTILLA LEON BQ2 2ª DER, 41008, Sevilla, Sevilla, España;Sevilla;41008;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;11;5;Lunes;10:33;Horario no verificado · confirmar antes
635;FERRETERIA JUAN M.BORRALLO QUIVEU;JUAN MANUEL BORRALLO QUIVEU;Calle ASENCIO Y TOLEDO,6, 41014, Sevilla, Sevilla, España;Sevilla;41014;Lunes 09:00-14:00 / 17:00-20:00 | Martes 09:00-14:00 / 17:00-20:00 | Miércoles 09:00-14:00 / 17:00-20:00 | Jueves 09:00-14:00 / 17:00-20:00 | Viernes 09:00-14:00 / 17:00-20:00 | Sábado Cerrado | Domingo Cerrado;high;Ferretería Bellavista;google-maps;2026-09-21;;verified;3;5;Miércoles;09:46;Abierto · cierra 14:00
622;LLAVES LUQUE - 038000710;SERGIO LUQUE QUESADA;Calle CORRAL DE LOS BARQUELLEROS, Nº2 LOCAL 2, 41015, Sevilla, Sevilla, España;Sevilla;41015;Lunes 09:00-13:30 / 17:00-20:00 | Martes 09:00-13:30 / 17:00-20:00 | Miércoles 09:00-13:30 / 17:00-20:00 | Jueves 09:00-13:30 / 17:00-20:00 | Viernes 09:00-13:30 / 17:00-20:00 | Sábado 09:30-13:00 | Domingo Cerrado;medium;Llaves Luque;google-maps;2026-09-21;"El negocio coincide por teléfono y nombre; el portal publicado difiere de la ficha (2 Local 2).";associated;10;9;Viernes;13:01;Abierto · cierra 13:30
621;TALLERES FERO (BAJA);TALLERES HERMANOS FERNANDEZ SANCHEZ S.L.;Calle GALICIA, 72, 41006, Sevilla, Sevilla, España;Sevilla;41006;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
616;RAZVAN BLANARU - AUTO RECAMBIOS 600;RAZVAN BLANARU - AUTO RECAMBIOS 600;Calle ALCALDE DE FRANCISCO SALADO, Nº 38A, 41806, Umbrete, Sevilla, España;Umbrete;41806;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
606;TALLER DE CHAPA Y PINTURA LOS LLANOS SLL;TALLER DE CHAPA Y PINTURA LOS LLANOS SLL;EXTREMADURA ( PARQ. EMPRESARIAL LOS LLANOS ), 54, 41909, Salteras, Sevilla, España;Salteras;41909;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;medium;Taller Chapa y Pintura Los Llanos;google-business;2026-09-21;Ficha nº54, Google nº53.;associated;;;;;
605;CAMEBE, SA;CAMEBE, SA;CTRA SEVILLA-MALAGA, KM 9,2, 41009, Sevilla, Sevilla, España;Sevilla;41009;Lunes 08:00-18:00 | Martes 08:00-18:00 | Miércoles 08:00-18:00 | Jueves 08:00-18:00 | Viernes 08:00-18:00 | Sábado Cerrado | Domingo Cerrado;medium;CAMEBE / Grupo Concesur;official-web;2026-09-21;"Coincide teléfono y grupo; horario asociado al centro Grupo Concesur. Confirmar ubicación de visita.";associated;;;;;
604;NEUMATICOS VIRGEN DEL ROCIO S.L.;NEUMATICOS VIRGEN DEL ROCIO S.L.;Avenida DEL ALJARAFE, 37, 41840, Pilas, Sevilla, España;Pilas;41840;Lunes 08:00-14:00 / 17:00-20:00 | Martes 08:00-14:00 / 17:00-20:00 | Miércoles 08:00-14:00 / 17:00-20:00 | Jueves 08:00-14:00 / 17:00-20:00 | Viernes 08:00-14:00 | Sábado Cerrado | Domingo Cerrado;high;Euromaster Neumáticos Virgen del Rocío;official-web;2026-09-21;;verified;13;13;Miércoles;17:29;Abierto · cierra 20:00
597;LUIS FALCON GANFORNINA - TALLERES HNOS. FALCON;LUIS FALCON GANFORNINA - TALLERES HNOS. FALCON;POL. RODALABOTA, C/ TORNERO 17, 41749, El Cuervo, Sevilla, España;El Cuervo;41749;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Talleres Hnos. Falcón;google-business;2026-09-21;;verified;19;1;Jueves;08:21;Abierto · cierra 15:00
596;MIGUEL BARCO ALONSO-DETAIL ALONSO;MIGUEL BARCO ALONSO-DETAIL ALONSO;Calle SOCIOLOGIA, 25, 41015, Sevilla, Sevilla, España;Sevilla;41015;CERRADO TEMPORALMENTE;high;Detail Alonso;google-maps;2026-09-21;Google Maps lo marca como cerrado temporalmente. No incluir automáticamente en visitas hasta confirmar reapertura.;temporarily_closed;;;;;
585;RAFAEL RICO GUERRERO (POLIVISO);RAFAEL RICO GUERRERO (POLIVISO);Calle CARPINTEROS, 81, 41520, El Viso Del Alcor, Sevilla, España;El Viso Del Alcor;41520;Lunes 08:00-14:00 / 16:00-19:00 | Martes 08:00-14:00 / 16:00-19:00 | Miércoles 08:00-14:00 / 16:00-19:00 | Jueves 08:00-14:00 / 16:00-19:00 | Viernes 08:00-14:00 / 16:00-19:00 | Sábado 09:00-13:00 | Domingo Cerrado;high;Poliviso Autorepuestos;google-business;2026-09-21;;verified;5;15;Viernes;16:29;Abierto · cierra 19:00
581;EURORECAMBIOS DEL CAMION SL;EURORECAMBIOS DEL CAMION SL;CRTA. SEVILLA - MALAGA, KM 8,1, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;Lunes 08:00-14:00 / 16:00-18:30 | Martes 08:00-14:00 / 16:00-18:30 | Miércoles 08:00-14:00 / 16:00-18:30 | Jueves 08:00-14:00 / 16:00-18:30 | Viernes 08:00-14:00 / 16:00-18:30 | Sábado Cerrado | Domingo Cerrado;high;Eurorecambios del Camión;official-web;2026-09-21;;verified;4;8;Jueves;11:08;Abierto · cierra 14:00
579;MOISES BARROSO RODRIGUEZ;MOISES BARROSO RODRIGUEZ;Avenida DE LA PAZ, Nº 89 8B, 41013, Sevilla, Sevilla, España;Sevilla;41013;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;3;9;Miércoles;11:47;Horario no verificado · confirmar antes
569;ALEJANDRO DIAZ BRIOSO;ALEJANDRO DIAZ BRIOSO;Calle SOL, Nº 12, 41220, Burguillos, Sevilla, España;Burguillos;41220;Lunes 09:00-14:00 / 16:00-20:30 | Martes 09:00-14:00 / 16:00-20:30 | Miércoles 09:00-14:00 / 16:00-20:30 | Jueves 09:00-14:00 / 16:00-20:30 | Viernes 09:00-14:00 / 16:00-20:30 | Sábado 10:00-14:00 | Domingo Cerrado;high;Repuestos Brioso;google-maps;2026-09-21;;verified;16;6;Lunes;13:31;Abierto · cierra 14:00
565;ALQUILER QUITASOL SL;ALQUILER QUITASOL SL;Calle FOREÑO. S/N POL. INDUSTRIAL CIUDAD BLANCA, 41700, Dos Hermanas, Sevilla, España;Dos Hermanas;41700;Lunes 08:00-18:00 | Martes 08:00-18:00 | Miércoles 08:00-18:00 | Jueves 08:00-18:00 | Viernes 08:00-18:00 | Sábado Cerrado | Domingo Cerrado;medium;Toldos y Carpas Quitasol;google-business;2026-09-21;Google coincide en negocio/sector pero publica nº 12 frente a s/n del fichero.;associated;2;2;Martes;08:06;Abierto · cierra 18:00
563;CARTUJA MOTOR SA-BAJA;CARTUJA MOTOR SA-BAJA;POLG. IND. SU EMINENCIA, C/D, N.º 1-2, 41006, Sevilla, Sevilla, España;Sevilla;41006;Lunes 09:00-14:00 / 16:30-20:30 | Martes 09:00-14:00 / 16:30-20:30 | Miércoles 09:00-14:00 / 16:30-20:30 | Jueves 09:00-14:00 / 16:30-20:30 | Viernes 09:00-14:00 / 16:30-20:30 | Sábado 10:00-14:00 | Domingo Cerrado;high;Cartuja Motor;official-web;2026-09-21;;verified;;;;;
